NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
14,0.0005351760933518306,0.0012818659557757507,0.0010073222116174687,0.0024127065679043517
13,0.0008188904564576538,0.0026790178300281535,0.0015266272414324565,0.005022600201573032
12,0.002570078102909599,0.004773751480901359,0.004680056386842771,0.008703133929474555
11,0.014520509690661454,0.01061271201469689,0.023361758693777507,0.017531027640346444
10,0.0317035478531666,0.02340973681242446,0.04330748678970444,0.0318229855777754
9,0.7510350311839412,0.06848710821100398,0.2667341296527172,0.03468086816576601
8,0.7345363722265904,0.07382918844983297,0.26565074862881405,0.036467453795621885
7,0.7282978087088595,0.06335652684739546,0.2754467622849113,0.041527902553198826
6,0.7232191913485536,0.03940365606388306,0.24195844400164415,0.0522443054483371
5,0.7303947425152665,0.03424022292032505,0.2500800081233972,0.05178204919255586
4,0.7321392889926027,0.020432734986366136,0.2561944547833697,0.045866885285954624
3,0.6552044975132852,0.1269502585852542,0.19180496393865032,0.03646994856917928
2,0.7929423711703051,0.05309029869295764,0.18086699800323644,0.021759293261108054
1,0.03248846946555931,8.241119693224798e-05,0.0015506705153599618,0.0006813318905453769
