NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
14,-0.0002534789456717494,0.000339583412594195,-0.0004848613974188865,0.0006455479304320801
13,-0.00031817968966803246,0.00038018045151064027,-0.0006068980434912038,0.0007198812083074887
12,0.0009144914657919764,0.001939354321320208,0.0015760068825931494,0.0033483835926343994
11,0.1934564172334543,0.24867956124865967,0.05112530947924617,0.014897781018813882
10,0.2596875303338333,0.18225051947937052,0.10213524178024243,0.033434478726336536
9,0.28394420547729743,0.1781115360329482,0.10320862362904941,0.041798450437489365
8,0.2840046680529788,0.17822114621892074,0.1032086126772106,0.04174471702136275
7,0.2807748465359074,0.18062760443191217,0.10176479766927397,0.04057401478338613
6,0.3321925686913045,0.18147479653643284,0.11694474719074006,0.0665033384294394
5,0.39279115244565227,0.13756198491281768,0.13736500269993326,0.054451530525218575
4,0.40235013204864606,0.1185172746963919,0.1358120936110574,0.05558743450995119
3,0.5024064161415239,0.03451223295582867,0.15395175981221293,0.06119820457990217
2,0.7815911869942145,0.029167723358341065,0.21698916198051485,0.026759334704992182
1,0.7283821526300699,0.009610113164551666,0.2457499591159564,0.03135120005183955
