NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.8112597578298892,0.04430436358345837,0.2840029179060392,0.025519295546583807
23,0.8038886484483397,0.046452668578451185,0.2840171737976483,0.02735652581533379
22,0.8052609133580654,0.046782291245085095,0.28209064001751677,0.026996913043649953
21,0.8043353340800782,0.050977239146794556,0.2706758135591341,0.02624688262129256
20,0.8030194333862264,0.049010387835291526,0.2697861377058753,0.027235129560260394
19,0.8031650281970434,0.04943617907420638,0.2694401976910614,0.026922726512393337
18,0.8100389679804983,0.04294155610438176,0.26830141288561044,0.02518138106092165
17,0.8019680905607185,0.05820467452400887,0.2645215575395005,0.02839782406390619
16,0.7971631993472307,0.06575890878057215,0.26204263136545386,0.02985540510442746
15,0.7968499879454635,0.06721881626785273,0.2586395744707662,0.02948961166656369
14,0.7954537010658062,0.06843021087632327,0.2575327240435172,0.030039321738477804
13,0.8112644480400398,0.04588733154787694,0.2644255306514001,0.02872534825454802
12,0.8138902107741585,0.04457655393092144,0.26206870832351375,0.028523208719456926
11,0.8413539790434773,0.030500564247814044,0.28325728954837376,0.017940322499234843
10,0.8413539790434773,0.030500564247814044,0.28325728954837376,0.017940322499234843
9,0.8432322242664031,0.028230885861805607,0.28102893093513975,0.018453792346437674
8,0.8412902123826802,0.025908934859609878,0.28648743737309046,0.0187238304489439
7,0.8415156509700082,0.02574630776201,0.28644249746073064,0.018945034046857167
6,0.8422065850284056,0.026834347920800205,0.28184339835879374,0.018047464069843467
5,0.8422020988324306,0.026830054929372273,0.2818281914223351,0.018065823116536057
4,0.8365827435210846,0.025962860282723786,0.2701212615836168,0.02086544936282653
3,0.8263086845658915,0.042781056755844135,0.20956911307711765,0.02523124955358115
2,0.7223601027318169,0.02905760969749375,0.288199108630765,0.030128120549567768
1,0.7308074738227391,0.049947065404714955,0.27415625009348027,0.03666680214632573
