NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.807812425737815,0.031938492020661714,0.28720318301084863,0.028934174198195335
23,0.8045092330820455,0.0325682357575444,0.2869927871499855,0.029722767602291835
22,0.8076545995731451,0.033411047569054136,0.2752795559476796,0.02883361487497437
21,0.8074972336777112,0.030223419456547766,0.2788521691303126,0.02854433022568201
20,0.8118202974125098,0.027277672433413964,0.27800896335019987,0.026954444336331505
19,0.8118217565345326,0.027272113866720096,0.2780100100599083,0.026982800059165313
18,0.8111370737573798,0.026475558736323488,0.27755061286964716,0.027961009154149376
17,0.8122091373767985,0.025289873012633305,0.2781299205729675,0.028967332273966938
16,0.8073602722088609,0.028040247883300885,0.2715808289022651,0.027695697594212518
15,0.8073669316832953,0.028034584368757665,0.27159569001830075,0.02769222878623712
14,0.8076097713606586,0.02818209458841687,0.27251865613070236,0.027933709839717925
13,0.8073019463499929,0.028827154642158993,0.27388519221882446,0.027853169817457047
12,0.8229966071241087,0.019113572829570442,0.273987688195547,0.031076375319331703
11,0.830718224789443,0.023024060276783317,0.281704681819192,0.026657714892377924
10,0.8399591447616239,0.02088171943677196,0.27526136673570883,0.02717788114697287
9,0.8283039317448359,0.022257147595120347,0.27316963114026477,0.021905919090253557
8,0.8416645658525744,0.02767311710987109,0.2371492954979342,0.022426447516803387
7,0.8447959134287354,0.032690812650150086,0.23793477744593095,0.024147936434416747
6,0.8454418162278335,0.028333366312349458,0.23744390030376916,0.023948249463996114
5,0.838277063031207,0.04307310036919825,0.2261988036503438,0.02531003136689408
4,0.8386679629341597,0.04420672658563987,0.22815850598154583,0.02527180227060569
3,0.8384930165804335,0.044211414906879215,0.22787253424211273,0.025266547025186725
2,0.7284967336945094,0.032840319402378186,0.28439219162476026,0.02943872975290253
1,0.7369764952165431,0.05243936258712978,0.2687557442830352,0.03630946130148
