NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.807812425737815,0.031938492020661714,0.28720318301084863,0.028934174198195335
23,0.8191550451696678,0.025674636558339167,0.29180574714592805,0.02577735100342824
22,0.8159258987950576,0.020905281925586716,0.2765931494800433,0.027401808097809878
21,0.8129927742200325,0.02648666627121885,0.27481557509337967,0.026405823696937506
20,0.8045605266156347,0.03599086156443818,0.26865764176810086,0.027265807374192007
19,0.8079788815842694,0.030815414621205475,0.2704322490682045,0.025959449146630533
18,0.8075204426931578,0.03148239816841884,0.27049874544688923,0.025502157456257196
17,0.7958419234573199,0.05279810098393643,0.26549033213458273,0.02841720697456659
16,0.8029682945158706,0.042622962573636534,0.26734882098599166,0.02705810046147537
15,0.7930555786019037,0.05933116375972701,0.26359114317233384,0.0308381677685443
14,0.7968136351447722,0.05787742891209565,0.26890045000805124,0.02810881201039101
13,0.8005898597557742,0.061221181936418984,0.25993293415596014,0.028592758358641706
12,0.8022038044225906,0.04671311216548385,0.2694110026990135,0.02805313876776633
11,0.8084083094533882,0.04634076909028242,0.2684354440635726,0.028773520395160217
10,0.8342216239116387,0.032952183749492346,0.2776695831770186,0.013724675679159365
9,0.8308733483349733,0.030823236458056985,0.28313218287840564,0.01722240266152566
8,0.8308733483349733,0.030823236458056985,0.28313218287840564,0.01722240266152566
7,0.8312072660535893,0.030034778652180728,0.2829921189975445,0.017876452982712246
6,0.8320661305334024,0.0322628692798267,0.28210736269443365,0.017874448540651216
5,0.8260126060540874,0.032757123249774464,0.2730805418178777,0.021906604767392163
4,0.817311619597266,0.03612197373954382,0.27069792211178684,0.0220818687410998
3,0.8173026472053159,0.03611787701172472,0.2706711508064751,0.022128154865553553
2,0.7284967336945094,0.032840319402378186,0.28439219162476026,0.02943872975290253
1,0.7092559500025382,0.010363240788201254,0.27564644810550026,0.026028878420691553
