Feature,Score
ABSNJZH,0.03286385
SAVNCPP,0.031531532
TOTUSJH,0.029045643
MEANALP,0.027888446
R_VALUE,0.027777778
TOTBSQ,0.027237354
MEANJZH,0.025925926
TOTPOT,0.025547445
MEANPOT,0.024822695
MEANGBH,0.024734982
TOTFZ,0.023489933
TOTUSJZ,0.02295082
TOTFY,0.022364217
TOTFX,0.022292994
EPSY,0.022012579
EPSZ,0.020958084
USFLUX,0.020895522
MEANSHR,0.020114943
MEANJZD,0.020057307
SHRGT45,0.019283747
EPSX,0.019283747
MEANGBT,0.018867925
MEANGAM,0.018867925
MEANGBZ,0.018421053
