Feature,Score
ABSNJZH,0.034825871
SAVNCPP,0.029787234
TOTUSJH,0.029288703
R_VALUE,0.028571429
MEANJZH,0.028225806
MEANALP,0.02661597
TOTBSQ,0.026022305
TOTPOT,0.025925926
TOTFZ,0.023972603
MEANGBH,0.023411371
MEANPOT,0.023255814
EPSY,0.022653722
TOTUSJZ,0.022151899
TOTFY,0.021943574
TOTFX,0.021875
USFLUX,0.020895522
EPSZ,0.020588235
SHRGT45,0.020231214
MEANJZD,0.020231214
MEANSHR,0.020057307
MEANGAM,0.019607843
EPSX,0.019444444
MEANGBT,0.019230769
MEANGBZ,0.018229167
