Feature,Score
MEANGBZ,0.034313725
R_VALUE,0.033816425
MEANGAM,0.032110092
SHRGT45,0.032110092
TOTFY,0.029535865
MEANGBH,0.029045643
EPSZ,0.02892562
TOTUSJH,0.028225806
MEANALP,0.025089606
EPSY,0.024911032
TOTUSJZ,0.024822695
MEANJZD,0.024561404
USFLUX,0.023255814
TOTFZ,0.022653722
ABSNJZH,0.022435897
EPSX,0.022151899
SAVNCPP,0.020958084
MEANJZH,0.020172911
TOTPOT,0.019553073
MEANSHR,0.019498607
MEANGBT,0.01754386
MEANPOT,0.01635514
TOTBSQ,0.015765766
TOTFX,0.015283843
