Feature,Score
R_VALUE,0.024561404
SHRGT45,0.017811705
TOTUSJH,0.017456359
TOTUSJZ,0.016786571
EPSX,0.015801354
TOTFZ,0.015217391
USFLUX,0.015053763
MEANGAM,0.014705882
EPSZ,0.014613779
MEANSHR,0.014553015
TOTBSQ,0.013084112
EPSY,0.012567325
TOTFX,0.012195122
SAVNCPP,0.011904762
ABSNJZH,0.011784512
MEANGBT,0.011217949
MEANGBZ,0.010574018
MEANGBH,0.010416667
TOTFY,0.009358289
MEANJZH,0.009234828
TOTPOT,0.008373206
MEANPOT,0.008064516
MEANJZD,0.007462687
MEANALP,0.007430998
