Feature,Score
SAVNCPP,0.04516129
ABSNJZH,0.036649215
TOTPOT,0.03125
R_VALUE,0.029661017
TOTFZ,0.028571429
MEANGBH,0.028225806
EPSY,0.028
TOTFX,0.028
TOTBSQ,0.02745098
TOTFY,0.026717557
MEANGBZ,0.025362319
TOTUSJH,0.025089606
MEANGBT,0.024390244
MEANJZH,0.023728814
MEANALP,0.021276596
USFLUX,0.020958084
EPSX,0.020057307
TOTUSJZ,0.02
MEANJZD,0.019178082
MEANPOT,0.017241379
MEANGAM,0.017114914
SHRGT45,0.016470588
EPSZ,0.016203704
MEANSHR,0.015384615
