Feature,Score
MEANALP,3452
R_VALUE,3372
MEANGBH,3050
MEANPOT,3032
MEANJZD,3021
TOTUSJZ,2954
ABSNJZH,2931
MEANSHR,2876
USFLUX,2822
TOTFZ,2819
TOTFX,2737
EPSZ,2677
SAVNCPP,2668
MEANGBT,2664
TOTFY,2644
EPSY,2571
SHRGT45,2528
EPSX,2504
TOTBSQ,2439
MEANGBZ,2276
MEANJZH,2243
TOTPOT,2216
MEANGAM,1975
TOTUSJH,1861
