Feature,Score
TOTUSJZ,0.041666667
TOTUSJH,0.031111111
TOTFZ,0.028688525
MEANSHR,0.027888446
EPSZ,0.026717557
SHRGT45,0.02661597
TOTFY,0.026415094
MEANGAM,0.025641026
EPSY,0.025362319
MEANGBH,0.025270758
MEANJZH,0.024390244
EPSX,0.023333333
R_VALUE,0.022727273
MEANALP,0.022508039
MEANGBT,0.022292994
MEANJZD,0.022222222
ABSNJZH,0.02173913
TOTFX,0.020114943
MEANGBZ,0.019774011
SAVNCPP,0.019607843
TOTBSQ,0.019337017
TOTPOT,0.018666667
USFLUX,0.016786571
MEANPOT,0.016166282
