NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.807812425737815,0.031938492020661714,0.28720318301084863,0.028934174198195335
23,0.8121283118978986,0.02626000724823487,0.28532638688488976,0.02876327160958614
22,0.8198094509456583,0.025648019332786386,0.2771707670873701,0.0290297917617579
21,0.8173243166954743,0.02705644595182931,0.2756183397584852,0.029258868855452886
20,0.8123697880203163,0.028224205740056282,0.2722809345128333,0.029283953248363467
19,0.8229374318844832,0.022663450382850517,0.27382503720078966,0.02826938005699076
18,0.8251566187991353,0.02458027965876496,0.27354562846167957,0.02882582891216376
17,0.8215859512184952,0.02291300296053981,0.27100030265347813,0.030533986732480412
16,0.8194855054765342,0.023049092137452615,0.26966664289771725,0.029352855909644857
15,0.8251917675939451,0.02564641960619915,0.2727240707250727,0.02497804586185212
14,0.8287506943692965,0.029730683910554227,0.2767561585922576,0.022135943178361324
13,0.8254509726441764,0.026413703186435225,0.27598701901351835,0.02278308811688465
12,0.8378279576000948,0.029727633350864483,0.2721156715430914,0.020121681725611643
11,0.8380086002398355,0.02803317482652057,0.2748848553663795,0.020201202770553053
10,0.8480557260692718,0.032959568442771404,0.2693655789612901,0.01880758139760371
9,0.8426796534080139,0.03493171907839481,0.2673908636221049,0.018512478211783527
8,0.8405960677507015,0.042673639629977854,0.2696479102066647,0.014220366097823029
7,0.8364034819249135,0.031409138073097295,0.2620825382454213,0.016566895944395667
6,0.8389322271799785,0.03015422167625158,0.22830206803603023,0.0208895756979335
5,0.8245835251573191,0.03606492656288018,0.19761767497205182,0.02275384854871065
4,0.8244603070653324,0.03516039098215214,0.19759008268829384,0.02301583157139906
3,0.8244603070653324,0.03516039098215214,0.19759008268829384,0.02301583157139906
2,0.7952373147344515,0.036051764132616036,0.16346245151236719,0.028070626315565096
1,-0.03952915545855307,0.12243652681400173,-0.003295405055723724,0.0064479710518008555
