NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.8014265832357591,0.024366043748830973,0.2827824485773362,0.031847487030133355
23,0.8014015132899516,0.024395652326740288,0.28272979745037236,0.03178143216545569
22,0.801323092136994,0.024544420362836158,0.2821245762192694,0.032013149227426395
21,0.8118316940634474,0.03069412686722116,0.2829510506827499,0.028767871995394257
20,0.8096224554491503,0.03634348916985363,0.28184377525228227,0.03086862121333871
19,0.8096224554491503,0.03634348916985363,0.28184377525228227,0.03086862121333871
18,0.8037642935895329,0.05280510639549203,0.27733838071390693,0.031128790265390057
17,0.8065989768016721,0.04759240108270373,0.2753834794516446,0.03049325264836575
16,0.7893171955788446,0.06738294852827728,0.2681643839919645,0.033152399685834374
15,0.7933502742127669,0.06368478020546486,0.2707865700462584,0.03136795527462751
14,0.7748029180340145,0.06035225112264968,0.27779537808427573,0.02833200266185133
13,0.784322269191242,0.036729461078872934,0.2716767359861444,0.025829857352759476
12,0.7820062256355528,0.027579928966992077,0.2681470261260701,0.02754595468014786
11,0.8125851447317043,0.014697220430328922,0.2597084271073458,0.02911058774483659
10,0.8156217049638138,0.019217575519506702,0.2579552392826843,0.027673712660788108
9,0.8229814101155931,0.028995728509300753,0.2623683714748379,0.02672834623473193
8,0.8297864925744506,0.034100917911006105,0.26307197571359586,0.027840107405608425
7,0.8187742432276369,0.04090035383891995,0.27125490708698163,0.0316446138438837
6,0.8159691412669967,0.04530022882305248,0.27235481099548814,0.030423049462198922
5,0.8061494916667913,0.03566956933048432,0.2624388870757207,0.032979529825177586
4,0.8176909977131795,0.03734343815915118,0.25235049520837105,0.028561700820801714
3,0.7939418956715824,0.0655585758137857,0.20188748082330735,0.022821396077001933
2,0.8011984810142664,0.05766789445570102,0.1996696911346361,0.021391269564349218
1,0.21165435769154364,0.021241271255077333,0.012240997018337023,0.005496132500703203
