NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.8189069816322725,0.022482070359045717,0.2912218579088459,0.02744952124894311
23,0.817727533988395,0.021512009651574484,0.2910581143177103,0.027627425636922474
22,0.8223024062814934,0.031691665672490245,0.29200536437127456,0.026616241194287342
21,0.8253871022437197,0.024797463633038155,0.28415268353840567,0.027876575631259462
20,0.8199233169257751,0.021084391555069425,0.2858310232354886,0.029274011684911356
19,0.8199299764002094,0.02108955983102928,0.28584741322336404,0.02927687996482534
18,0.8205871521948341,0.021565284459244466,0.28612331554806836,0.029046983205238432
17,0.8190204869171521,0.017567304928760484,0.2861580223750841,0.030273802913401156
16,0.8154025467653332,0.021436399856553538,0.27883101977658237,0.029838308341826675
15,0.8154234324983718,0.022086455483627938,0.2787647051770156,0.02976230799361225
14,0.8154234324983718,0.022086455483627938,0.2787647051770156,0.02976230799361225
13,0.8161444414481237,0.021620252614013145,0.2787985016880194,0.02987769323628958
12,0.815564185174462,0.021067905934746476,0.27856180514396467,0.030192912096014924
11,0.8203963636818451,0.02745423125328376,0.27649713599037945,0.033120184906656504
10,0.8277842819551703,0.01971042401662073,0.27500832439047423,0.030362671195472726
9,0.8318939046299433,0.020157971581024264,0.27636073223096336,0.028675357436059968
8,0.8332388075492915,0.020841462508715883,0.2752922788321925,0.029223639286194546
7,0.844102636059934,0.019968943146207983,0.2760563997463419,0.02863748047512332
6,0.8359369714296202,0.03050239460677327,0.278208580054085,0.021193946697143903
5,0.8337939070459274,0.026229446140039414,0.2700191799905318,0.02766872932416955
4,0.8452502466999999,0.040783281741557216,0.24508796386440088,0.025031927620218785
3,0.7471299402251064,0.034261271251637415,0.26660046282996525,0.02960015724757136
2,0.746820618541648,0.03331706547047631,0.26655417035077805,0.02943561378378671
1,0.7411271100703448,0.051418709473794635,0.2604740624791851,0.032585254099724646
