NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
16,-8.118596457044505e-06,1.4061821549749762e-05,-1.5682646148743533e-05,2.7163139926748184e-05
15,0.0002097266076326118,0.0003632571401187463,0.000404333484180741,0.0007003261378023903
14,0.0002097266076326118,0.0003632571401187463,0.000404333484180741,0.0007003261378023903
13,0.0001962680197076569,0.000375455753160249,0.00037784838437685914,0.0007243531727491859
12,0.00035194305713009125,0.0006807146054031517,0.0006733221478361327,0.001305850411512183
11,0.0005689344657268221,0.0010800097857426446,0.0010874406916274422,0.0020687892448105916
10,0.001289868294936364,0.0016210542893519482,0.002431441156930607,0.0030783620925724235
9,0.0020739409277152018,0.0026029162562632773,0.0038544269937042623,0.004902308469360017
8,0.007607200524228363,0.004653774407484455,0.013778792386255385,0.008566425027103143
7,0.01223094566220726,0.008147935266588613,0.020141374884010983,0.014005328030587532
6,0.22542582231793037,0.036991737266794396,0.16390207271773097,0.03353239117038705
5,0.3018896023260042,0.10224854829665067,0.11221720617526339,0.07202207886928363
4,0.44216286282052625,0.13458521123723585,0.17714933682953948,0.04177428209707953
3,0.7807630925235812,0.02892385187546464,0.21189129962713013,0.02982008049564335
2,0.7801713452892797,0.028349624810502624,0.21140899542695543,0.029890548825865604
1,0.7676659487923815,0.04892025414245804,0.2169881614217545,0.03008406503471494
