NUM_FEATURES,MEAN_TSS,STD_TSS,MEAN_HSS,STD_HSS
24,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
12,-6.494877165635604e-05,0.0001124945723979981,-0.00012488878189147745,0.00021631371553142688
11,-0.0002512272051524766,0.00022072774591354137,-0.0004820734432540315,0.0004230560624724293
10,0.00016361896122614865,0.001333177467790046,0.0003237949832776985,0.002557538556781404
9,0.06227314949680981,0.03901146605736874,0.0856094185984886,0.05290348393422367
8,0.09782166166468427,0.03764511633731458,0.11178816074463853,0.04559910253791246
7,0.0982208511670314,0.03740986129048721,0.11178316757412272,0.04570296791888712
6,0.2807770495802631,0.02682817275309343,0.1983267703837849,0.03659706744336748
5,0.25524180522250084,0.018851208613721304,0.1876295014120928,0.04109603126082526
4,0.3312997481838766,0.10704089389212136,0.20486945363262887,0.06881477162923555
3,0.5129714430093999,0.03588395773211046,0.2277139546353372,0.03388825456825653
2,0.6832529060851047,0.08024127089434013,0.21046243260810113,0.028847590624871595
1,0.8019213040348786,0.036556995557311844,0.1837331689876879,0.03084826834965723
